date,time,ip,leap_status,stratum,rfc_5905_1-3,rfc_5905_3-5,delay_tests,local_poll,remote_poll,score,estimated_local_error,peer_delay,peer_dispersion,root_delay,root_dispersion,reference_id,ntp_mode,transmit_timestamp_source,receive_timestamp_source
2021-12-20,02:42:59,129.6.15.28,N,1,111,111,1111,10,13,0.84,1.336e-03,2.594e-02,3.563e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,02:51:52,129.6.15.29,N,1,111,111,1111,10,13,1.00,1.123e-04,2.539e-02,3.219e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,03:00:14,129.6.15.28,N,1,111,111,1111,10,13,0.78,1.538e-03,2.360e-02,3.400e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,03:09:01,129.6.15.29,N,1,111,111,1111,10,13,1.00,1.201e-03,2.356e-02,3.221e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,03:17:34,129.6.15.28,N,1,111,111,1111,10,13,0.72,1.209e-03,2.428e-02,3.666e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,03:26:11,129.6.15.29,N,1,111,111,1111,10,13,1.00,1.767e-03,2.421e-02,3.308e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,03:34:47,129.6.15.28,N,1,111,111,1111,10,13,0.66,2.806e-04,2.604e-02,3.707e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,03:43:21,129.6.15.29,N,1,111,111,1111,10,13,1.00,2.241e-03,2.593e-02,3.268e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,03:51:58,129.6.15.28,N,1,111,111,1111,10,13,0.59,9.307e-04,2.455e-02,3.598e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,04:00:44,129.6.15.29,N,1,111,111,1111,10,13,1.00,1.700e-03,2.446e-02,3.235e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
2021-12-20,04:09:15,129.6.15.28,N,1,111,111,1111,10,13,0.56,3.303e-03,2.800e-02,3.328e-07,2.441e-04,4.883e-04,4E495354,4B,D,K
